1--------
1--------
src/test/resources/BHOSLIB/frb30-15-mis/frb30-15-1.mis,0:,23,10,10,7911521149
src/test/resources/BHOSLIB/frb30-15-mis/frb30-15-2.mis,0:,24,10,10,8177270963
src/test/resources/BHOSLIB/frb30-15-mis/frb30-15-3.mis,0:,23,10,10,7363834445
src/test/resources/BHOSLIB/frb30-15-mis/frb30-15-4.mis,0:,23,10,10,7129424509
src/test/resources/BHOSLIB/frb30-15-mis/frb30-15-5.mis,0:,25,10,10,7675150091
src/test/resources/BHOSLIB/frb35-17-mis/frb35-17-1.mis,0:,29,10,10,15702294780
src/test/resources/BHOSLIB/frb35-17-mis/frb35-17-2.mis,0:,30,10,10,15658129201
src/test/resources/BHOSLIB/frb35-17-mis/frb35-17-3.mis,0:,31,10,10,15493471808
src/test/resources/BHOSLIB/frb35-17-mis/frb35-17-4.mis,0:,31,10,10,15835782601
src/test/resources/BHOSLIB/frb35-17-mis/frb35-17-5.mis,0:,30,10,10,14912511882
src/test/resources/BHOSLIB/frb40-19-mis/frb40-19-1.mis,0:,33,10,10,30907849415
src/test/resources/BHOSLIB/frb40-19-mis/frb40-19-2.mis,0:,37,10,10,32111743945
src/test/resources/BHOSLIB/frb40-19-mis/frb40-19-3.mis,0:,37,10,10,40140491796
src/test/resources/BHOSLIB/frb40-19-mis/frb40-19-4.mis,0:,33,10,10,31959842204
src/test/resources/BHOSLIB/frb40-19-mis/frb40-19-5.mis,0:,32,10,10,32603043975
src/test/resources/BHOSLIB/frb45-21-mis/frb45-21-1.mis,0:,43,10,10,63868354986
src/test/resources/BHOSLIB/frb45-21-mis/frb45-21-2.mis,0:,42,10,10,61821166469
src/test/resources/BHOSLIB/frb45-21-mis/frb45-21-3.mis,0:,44,10,10,58201300082
src/test/resources/BHOSLIB/frb45-21-mis/frb45-21-4.mis,0:,40,10,10,55734743069
src/test/resources/BHOSLIB/frb45-21-mis/frb45-21-5.mis,0:,44,10,10,57833510566
src/test/resources/BHOSLIB/frb53-24-mis/frb53-24-1.mis,0:,52,10,10,132083838195
src/test/resources/BHOSLIB/frb53-24-mis/frb53-24-2.mis,0:,49,10,10,133810798737
src/test/resources/BHOSLIB/frb53-24-mis/frb53-24-3.mis,0:,51,10,10,137859040463
src/test/resources/BHOSLIB/frb53-24-mis/frb53-24-4.mis,0:,55,10,10,136383632589
