C1000.9.clq-i=1
5:,3,5,5, 5380760860
10:,3,10,10, 5252853052
15:,3,15,15, 5761295303
20:,3,20,20, 5041109270
C125.9.clq-i=1
5:,2,5,5, 14853006
10:,2,10,10, 14583680
15:,2,15,15, 14955890
20:,2,20,20, 14593591
C2000.5.clq-i=1
5:,8,5,5, 32419704185
10:,8,10,10, 27673715818
15:,8,15,15, 21021329171
20:,8,20,20, 18908148049
C2000.9.clq-i=1
5:,3,5,5, 19440001166
10:,3,10,10, 19610347979
15:,3,15,15, 19710201172
20:,3,20,20, 20772675924
C250.9.clq-i=1
5:,2,5,5, 69742923
10:,2,10,10, 65524929
15:,2,15,15, 67536239
20:,2,20,20, 68195755
C4000.5.clq-i=1
5:,8,5,5, 156184466723
10:,9,10,10, 155943823899
15:,9,15,15, 87609664120
20:,8,20,20, 92222275310
C500.9.clq-i=1
5:,2,5,5, 330186962
10:,2,10,10, 360217305
15:,2,15,15, 573201435
20:,2,20,20, 488803411
DSJC1000.5.clq-i=1
5:,7,5,5, 5837033066
10:,8,10,10, 3946487409
15:,8,15,15, 3718932515
20:,7,20,20, 2763084822
DSJC500.5.clq-i=1
5:,6,5,5, 859003762
10:,6,10,10, 607713199
15:,7,15,15, 590646550
20:,6,20,20, 575283881
MANN_a27.clq-i=1
5:,2,5,5, 168888153
10:,2,10,10, 173937762
15:,2,15,15, 168605318
20:,2,20,20, 232765723
MANN_a81.clq-i=1
5:,2,5,5, 36473251341
10:,2,10,10, 33148595066
15:,2,15,15, 45660986144
20:,2,20,20, 46304597209
brock200_2.clq-i=1
5:,5,5,5, 107170510
10:,5,10,10, 51682187
15:,5,15,15, 51567372
20:,5,20,20, 56857225
brock200_4.clq-i=1
5:,3,5,5, 63757086
10:,4,10,10, 94717118
15:,4,15,15, 66647500
20:,4,20,20, 76070060
brock400_2.clq-i=1
5:,3,5,5, 637001604
10:,3,10,10, 584276188
15:,3,15,15, 474179501
20:,3,20,20, 234009246
brock400_4.clq-i=1
5:,3,5,5, 523037147
10:,3,10,10, 564506311
15:,3,15,15, 538339035
20:,3,20,20, 569371953
brock800_2.clq-i=1
5:,5,5,5, 2783132070
10:,5,10,10, 3083067612
15:,4,15,15, 1391122489
20:,5,20,20, 1437622511
brock800_4.clq-i=1
5:,4,5,5, 2135051054
10:,5,10,10, 3041125501
15:,5,15,15, 2339076547
20:,4,20,20, 1600104116
gen200_p0.9_44.clq-i=1
5:,2,5,5, 39183373
10:,2,10,10, 41461783
15:,2,15,15, 40889243
20:,2,20,20, 40674672
gen200_p0.9_55.clq-i=1
5:,2,5,5, 42166968
10:,2,10,10, 41513202
15:,2,15,15, 43969978
20:,2,20,20, 41430224
gen400_p0.9_55.clq-i=1
5:,2,5,5, 220468260
10:,2,10,10, 224753723
15:,2,15,15, 250893476
20:,2,20,20, 301035672
gen400_p0.9_65.clq-i=1
5:,2,5,5, 230236473
10:,2,10,10, 238949438
15:,2,15,15, 237767571
20:,2,20,20, 259170753
gen400_p0.9_75.clq-i=1
5:,2,5,5, 231799137
10:,2,10,10, 226793900
15:,2,15,15, 228409028
20:,2,20,20, 241420352
hamming10-4.clq-i=1
5:,2,5,5, 1328548409
10:,2,10,10, 1327247603
15:,2,15,15, 1363173171
20:,2,20,20, 1370526802
hamming8-4.clq-i=1
5:,2,5,5, 36528331
10:,2,10,10, 38977579
15:,2,15,15, 43564278
20:,2,20,20, 42496253
keller4.clq-i=1
5:,2,5,5, 15228652
10:,2,10,10, 15635775
15:,2,15,15, 16284992
20:,2,20,20, 16870077
keller5.clq-i=1
5:,2,5,5, 761994205
10:,2,10,10, 681172971
15:,2,15,15, 708703960
20:,2,20,20, 1001033017
keller6.clq-i=1
5:,2,5,5, 25105027909
10:,2,10,10, 27075354595
15:,2,15,15, 30121799034
20:,2,20,20, 22330863707
p_hat1500-1.clq-i=1
5:,13,5,5, 9523651224
10:,13,10,10, 8534460775
15:,15,15,15, 30694003714
20:,13,20,20, 348666071207
p_hat1500-2.clq-i=1
5:,6,5,5, 10675365403
10:,7,10,10, 10120840360
15:,6,15,15, 6885648370
20:,5,20,20, 4834718273
p_hat1500-3.clq-i=1
5:,3,5,5, 6358817584
10:,4,10,10, 10456888020
15:,4,15,15, 10331023743
20:,4,20,20, 7106791253
p_hat300-1.clq-i=1
5:,11,5,5, 138682552
10:,9,10,10, 236305217
15:,9,15,15, 1461783764
20:,10,20,20, 10500571577
p_hat300-2.clq-i=1
5:,4,5,5, 174157706
10:,5,10,10, 174088674
15:,4,15,15, 131837535
20:,4,20,20, 121036912
p_hat300-3.clq-i=1
5:,3,5,5, 166531859
10:,3,10,10, 181516573
15:,3,15,15, 177277255
20:,3,20,20, 93648022
p_hat700-1.clq-i=1
5:,12,5,5, 1102587415
10:,12,10,10, 1844721423
15:,13,15,15, 43435005063
20:,11,20,20, 108576786755
p_hat700-2.clq-i=1
5:,6,5,5, 1948672887
10:,6,10,10, 1215069532
15:,5,15,15, 880566950
20:,5,20,20, 864388329
p_hat700-3.clq-i=1
5:,3,5,5, 1211350815
10:,3,10,10, 1378274465
15:,3,15,15, 1216391144
20:,3,20,20, 633576603
