1--------C1000.9.clq
3,5,1,63626544230,3,5,1,63366574423,3,5,1,5502284843,
3,5,2,59800044773,3,5,2,62135730594,3,5,2,4359666517,
3,5,3,60899693308,3,5,3,60181088315,3,5,3,4476099780,
3,5,4,60640761740,3,5,4,60066011136,3,5,4,4589574168,
3,5,5,60637125566,3,5,5,60250720278,3,5,5,4449179057,
3,10,1,31265479376,3,10,1,30396861388,3,10,1,3937917695,
3,10,2,31480919404,3,10,2,30926837448,3,10,2,3976521557,
3,10,3,31164699568,3,10,3,30133455449,3,10,3,3938630775,
3,10,4,30860145844,3,10,4,30675689480,3,10,4,3977331508,
3,10,5,31230350230,3,10,5,30427183842,3,10,5,3976963119,
3,10,6,31192534348,3,10,6,30715060767,3,10,6,3963030243,
3,10,7,31382554359,3,10,7,29467574867,3,10,7,3919736565,
3,10,8,30979687953,3,10,8,30415729826,3,10,8,3945292761,
3,10,9,31043105785,3,10,9,29773325974,3,10,9,3934739182,
3,10,10,31243537792,3,10,10,29839463002,3,10,10,4082245393,
3,20,1,16298197833,3,20,1,15991337560,3,20,1,3891217990,
3,20,2,15704828914,3,20,2,16194441969,3,20,2,4125583352,
3,20,3,16476546511,3,20,3,16327150763,3,20,3,3896453093,
3,20,4,16337813743,3,20,4,15917339814,3,20,4,4084002325,
3,20,5,16039361249,3,20,5,15965090503,3,20,5,3822096168,
3,20,6,16457189636,3,20,6,15784530425,3,20,6,3847255674,
3,20,7,16405543819,3,20,7,15874522480,3,20,7,4171395592,
3,20,8,15820377517,3,20,8,15569197757,3,20,8,3809805633,
3,20,9,16482115922,3,20,9,15527645200,3,20,9,3848610856,
3,20,10,16351744590,3,20,10,15970643809,3,20,10,3871872676,
3,20,11,16147027679,3,20,11,16053891939,3,20,11,3845216792,
3,20,12,16368879355,3,20,12,15748325582,3,20,12,3771464054,
3,20,13,16448154384,3,20,13,16039382072,3,20,13,3885186186,
3,20,14,16059325452,3,20,14,15559087122,3,20,14,3742929985,
3,20,15,16124795894,3,20,15,15501521153,3,20,15,3864313058,
3,20,16,16276369352,3,20,16,15771710904,3,20,16,3780903425,
3,20,17,16184821484,3,20,17,15631390606,3,20,17,3819273368,
3,20,18,16160007397,3,20,18,15524432949,3,20,18,3686441435,
3,20,19,16412361399,3,20,19,15701248748,3,20,19,3803921425,
3,20,20,15819866326,3,20,20,15640314631,3,20,20,3925571702,
3,20,2,15704828914,3,20,15,15501521153,3,20,18,3686441435,
3,20,18,3686441435
1--------C125.9.clq
2,5,1,64076775,2,5,1,20274873,2,5,1,66341091,
2,5,2,63542362,2,5,2,18894978,2,5,2,67094924,
2,5,3,63535938,2,5,3,19758649,2,5,3,68999423,
2,5,4,64280489,2,5,4,19101078,2,5,4,67118713,
2,5,5,63835126,2,5,5,18923796,2,5,5,158264960,
2,10,1,37811477,2,10,1,24832752,2,10,1,40227257,
2,10,2,37469610,2,10,2,23906632,2,10,2,39227204,
2,10,3,38530892,2,10,3,24440926,2,10,3,40100077,
2,10,4,37561795,2,10,4,24058288,2,10,4,39453163,
2,10,5,37750564,2,10,5,23595443,2,10,5,39378791,
2,10,6,37724217,2,10,6,23352594,2,10,6,39493384,
2,10,7,37336155,2,10,7,24691286,2,10,7,39755854,
2,10,8,38023321,2,10,8,24197614,2,10,8,39671683,
2,10,9,37517386,2,10,9,22892591,2,10,9,39550461,
2,10,10,37941066,2,10,10,23065371,2,10,10,40118574,
2,20,1,24717893,2,20,1,26303823,2,20,1,26465439,
2,20,2,24917512,2,20,2,22691518,2,20,2,26459349,
2,20,3,25183173,2,20,3,22526791,2,20,3,26703441,
2,20,4,24648681,2,20,4,22774749,2,20,4,26889344,
2,20,5,24513834,2,20,5,22953079,2,20,5,26581074,
2,20,6,24362291,2,20,6,22781694,2,20,6,27643113,
2,20,7,24372862,2,20,7,22694482,2,20,7,28330523,
2,20,8,24277363,2,20,8,23244583,2,20,8,28465090,
2,20,9,113705659,2,20,9,28646090,2,20,9,28115310,
2,20,10,24656993,2,20,10,28379126,2,20,10,26436062,
2,20,11,24709882,2,20,11,28212634,2,20,11,26184400,
2,20,12,24609943,2,20,12,22925375,2,20,12,26478460,
2,20,13,24762948,2,20,13,28430765,2,20,13,26290882,
2,20,14,24795121,2,20,14,28486871,2,20,14,26677832,
2,20,15,24517408,2,20,15,22844079,2,20,15,26429423,
2,20,16,24824163,2,20,16,22630661,2,20,16,26042042,
2,20,17,24664123,2,20,17,22851474,2,20,17,26214187,
2,20,18,24912655,2,20,18,22598720,2,20,18,26544826,
2,20,19,24942938,2,20,19,22802075,2,20,19,26337341,
2,20,20,24766793,2,20,20,22561165,2,20,20,25931987,
2,20,8,24277363,2,5,2,18894978,2,20,20,25931987,
2,5,2,18894978
1--------C2000.5.clq
10,5,1,348589182066,10,5,1,324736112889,10,5,1,344743031464,
10,5,2,348959695619,10,5,2,341387066680,10,5,2,341880478985,
10,5,3,355498875150,10,5,3,356129864859,10,5,3,345264197412,
10,5,4,357048100622,10,5,4,339620694530,10,5,4,344492835035,
10,5,5,353754056219,10,5,5,350761244102,10,5,5,347422828219,
12,10,1,174313912031,10,10,1,95548920575,10,10,1,171582773229,
10,10,2,174884457077,10,10,2,93239520358,11,10,2,173803040190,
10,10,3,177438751414,10,10,3,94559123178,11,10,3,171496252719,
10,10,4,177836482141,10,10,4,91717109186,11,10,4,171793368734,
10,10,5,176912633491,10,10,5,92352297551,11,10,5,177250941518,
10,10,6,176570520657,10,10,6,90625089912,11,10,6,181899618309,
10,10,7,177824744266,10,10,7,93761384438,11,10,7,172832076717,
10,10,8,176009294962,10,10,8,91417283999,11,10,8,176228335289,
10,10,9,198365768550,10,10,9,93301618049,11,10,9,174319454155,
10,10,10,197550970333,10,10,10,91001958847,11,10,10,176425984322,
20,20,1,105172876035,21,20,1,11988623846,11,20,1,86030932746,
8,20,2,100119101819,12,20,2,84042452897,9,20,2,87867843922,
8,20,3,101202811000,12,20,3,84849789042,9,20,3,88658478260,
8,20,4,107113022987,12,20,4,85309966731,9,20,4,89273075942,
8,20,5,102394662201,12,20,5,84906886041,9,20,5,89838302453,
8,20,6,99453751536,12,20,6,85399145327,9,20,6,86543740725,
8,20,7,101303600248,12,20,7,84859568266,9,20,7,88268385192,
8,20,8,102960821134,12,20,8,83950309073,9,20,8,86548131752,
8,20,9,106475094258,12,20,9,86043634513,9,20,9,87701223263,
8,20,10,98724183342,12,20,10,82517811141,9,20,10,86004614987,
8,20,11,96004402829,12,20,11,86495076877,9,20,11,88216459333,
8,20,12,98261962437,12,20,12,82908600779,9,20,12,90385243083,
8,20,13,98503599329,12,20,13,86016276498,9,20,13,89208778047,
8,20,14,102589737309,12,20,14,82256898390,9,20,14,94148333405,
8,20,15,97685614060,12,20,15,85280409434,9,20,15,92607857847,
8,20,16,90868580931,12,20,16,83914131931,9,20,16,87932833275,
8,20,17,87960834135,12,20,17,84720555239,9,20,17,88322002246,
8,20,18,87648236698,12,20,18,83961462397,9,20,18,91276181226,
8,20,19,90292520249,12,20,19,84114226139,9,20,19,89033058952,
8,20,20,87172429030,12,20,20,88664853245,9,20,20,88867551605,
8,20,20,87172429030,10,10,6,90625089912,9,20,10,86004614987,
8,20,20,87172429030
1--------C2000.9.clq
4,5,1,567172396704,4,5,1,33008510405,4,5,1,566184299550,
4,5,2,565123942505,4,5,2,33519427855,4,5,2,564790507761,
4,5,3,574713929328,4,5,3,40086020819,4,5,3,567008722413,
4,5,4,567957259051,4,5,4,31682140399,4,5,4,561683034952,
4,5,5,569522982374,4,5,5,34304065879,4,5,5,553680450195,
4,10,1,292510570128,4,10,1,30730642205,4,10,1,280936852060,
4,10,2,290714478329,4,10,2,28979397203,4,10,2,285944331113,
4,10,3,286368077079,4,10,3,28939244018,4,10,3,335740671692,
4,10,4,290987386464,4,10,4,35280745467,4,10,4,279677915700,
4,10,5,284107025040,4,10,5,29071605062,4,10,5,287781176147,
4,10,6,282874970908,4,10,6,29486499313,4,10,6,285088786939,
4,10,7,284227657047,4,10,7,33552538829,4,10,7,305893068662,
4,10,8,288571396301,4,10,8,29357844786,4,10,8,286577102013,
4,10,9,283962456192,4,10,9,30569892191,4,10,9,290073626028,
4,10,10,284620040196,4,10,10,28090440124,4,10,10,288868419255,
3,20,1,144810426671,4,20,1,26960085553,4,20,1,205102375993,
3,20,2,144593259506,4,20,2,29192508876,4,20,2,147243654798,
3,20,3,143573187671,4,20,3,25161068088,4,20,3,151058417117,
3,20,4,147588929608,4,20,4,26890185256,4,20,4,155091767031,
3,20,5,142520654366,4,20,5,28021490842,4,20,5,185072686258,
3,20,6,150096223781,4,20,6,26952834680,4,20,6,149114988751,
3,20,7,143896824242,4,20,7,25335668346,4,20,7,146832325201,
3,20,8,148439315285,4,20,8,29310064009,4,20,8,149336324532,
3,20,9,145491052250,4,20,9,25487048533,4,20,9,181962780575,
3,20,10,148629233177,4,20,10,26299390454,4,20,10,147568028503,
3,20,11,145794582297,4,20,11,27729029903,4,20,11,148002294515,
3,20,12,148338155947,4,20,12,27109189392,4,20,12,149147757590,
3,20,13,142821884038,4,20,13,25160935023,4,20,13,173782878411,
3,20,14,155232649476,4,20,14,29607581116,4,20,14,146274089393,
3,20,15,143016337139,4,20,15,26423169955,4,20,15,146076753056,
3,20,16,148392046806,4,20,16,26618609941,4,20,16,147795009954,
3,20,17,144092554880,4,20,17,27773946130,4,20,17,183489206721,
3,20,18,150600410628,4,20,18,26820781678,4,20,18,144622541289,
3,20,19,145829299359,4,20,19,26103708654,4,20,19,144310270239,
3,20,20,151410154139,4,20,20,29560711206,4,20,20,147505614888,
3,20,5,142520654366,4,20,13,25160935023,4,20,19,144310270239,
3,20,5,142520654366
1--------C250.9.clq
3,5,1,719880065,2,5,1,88771450,3,5,1,701683715,
3,5,2,705562643,2,5,2,88395396,3,5,2,722904988,
3,5,3,692176877,2,5,3,86540454,3,5,3,718617162,
3,5,4,703087016,2,5,4,86445592,3,5,4,732673002,
3,5,5,737529531,2,5,5,86898201,3,5,5,724643186,
3,10,1,370786912,2,10,1,99403950,3,10,1,371000733,
3,10,2,365307095,2,10,2,130349952,3,10,2,370256284,
3,10,3,373016246,2,10,3,101413157,3,10,3,372437410,
3,10,4,374319526,2,10,4,103130627,3,10,4,370911330,
3,10,5,389477214,2,10,5,102057243,3,10,5,374989216,
3,10,6,364686279,2,10,6,98308741,3,10,6,369757504,
3,10,7,368162885,2,10,7,97815941,3,10,7,377716691,
3,10,8,390548623,2,10,8,99663493,3,10,8,368963773,
3,10,9,399976239,2,10,9,101347775,3,10,9,372679960,
3,10,10,374115589,2,10,10,98668402,3,10,10,381963320,
2,20,1,213535881,2,20,1,157603789,3,20,1,222021726,
2,20,2,211498282,2,20,2,158514448,3,20,2,221459816,
2,20,3,211883583,2,20,3,155072920,3,20,3,226088789,
2,20,4,212874699,2,20,4,155855983,3,20,4,225244143,
2,20,5,216963947,2,20,5,155817767,3,20,5,224352406,
2,20,6,219726240,2,20,6,217271584,3,20,6,222845234,
2,20,7,219928369,2,20,7,163487906,3,20,7,228397242,
2,20,8,212180503,2,20,8,164876836,3,20,8,233327287,
2,20,9,210540638,2,20,9,157263464,3,20,9,220018797,
2,20,10,223363951,2,20,10,157671445,3,20,10,223025617,
2,20,11,210142356,2,20,11,159415803,3,20,11,223396936,
2,20,12,214710723,2,20,12,162787153,3,20,12,220181238,
2,20,13,235581324,2,20,13,157286994,3,20,13,218440030,
2,20,14,212658455,2,20,14,159367287,3,20,14,223173244,
2,20,15,217469228,2,20,15,157309686,3,20,15,221080821,
2,20,16,211463415,2,20,16,157506539,3,20,16,228396392,
2,20,17,213347783,2,20,17,211260164,3,20,17,226747671,
2,20,18,210169979,2,20,18,170941980,3,20,18,226294545,
2,20,19,213143792,2,20,19,158568805,3,20,19,222149851,
2,20,20,209909414,2,20,20,155772444,3,20,20,228809330,
2,20,20,209909414,2,5,4,86445592,3,20,13,218440030,
2,5,4,86445592
