10 times 
C1000.9.clq,3,1769880327,3,945063055,3,822426622,3,885663099,3,910752525,3,799854444,3,792565366,3,809589122,3,797441759,3,1014020761,
C125.9.clq,2,5090527,2,5246861,2,5333878,2,4588918,2,4515187,2,4758927,2,5361199,2,6165232,2,4937688,2,4594944,
C2000.5.clq,9,7939755908,10,8592048954,9,7411622997,9,7583391776,9,7427098031,9,7566132660,10,8138538096,10,8372568020,10,8164870472,9,7162150593,
C2000.9.clq,4,7584400738,3,4116455789,3,3976208395,3,6268486881,3,6449789751,3,6543112973,3,6327786363,3,4166988563,3,6333666806,4,7740257716,
C250.9.clq,2,23566485,3,34861280,2,24258219,2,24410788,3,35031761,2,24462857,2,26186516,3,36557114,2,23548831,3,42327307,
C4000.5.clq,11,43138507779,10,36105394164,11,40678521614,10,38108062867,11,41627801685,11,46201404491,11,45715508611,11,42780063674,11,43817863496,10,41807926526,
C500.9.clq,3,172840581,3,183850561,3,183604860,3,187220918,3,178703475,3,176423565,3,171234570,3,185176177,2,118761481,3,176683582,
DSJC1000.5.clq,9,1584033657,8,1503514468,8,1436481284,9,1797338896,9,1620142204,8,1459913685,8,1567586945,8,1389731279,7,1322466719,8,1436645397,
DSJC500.5.clq,7,271797886,8,314319346,7,269729330,7,291175566,8,331347500,7,274739348,8,438503226,7,258409728,7,274396803,8,312259238,
MANN_a27.clq,2,62170310,2,66577981,2,64662956,2,64806221,2,66723612,2,64146942,2,63717831,2,67459229,2,63022414,2,64430190,
MANN_a81.clq,2,11347893229,2,10514892742,2,12223284160,2,12709738530,2,11088130584,2,10834144093,2,13215198160,2,11725289393,2,11269848710,2,11421263616,
brock200_2.clq,6,43935928,6,35213715,6,36533015,6,31896756,7,39810873,6,35183352,6,33470543,6,32022283,6,29841805,6,34104333,
brock200_4.clq,4,26478149,4,31058388,4,28522370,4,26937948,4,26983515,4,28108298,5,36541583,4,26137029,5,31474582,4,27253209,
brock400_2.clq,4,135761568,4,133243687,4,130576178,4,134821071,4,156039911,4,131607786,4,163458674,4,140467888,4,121428286,4,130021642,
brock400_4.clq,4,130434890,4,131208937,4,125398443,4,126931176,4,130790697,4,147644960,4,130694505,4,151187657,4,137368311,4,139987257,
brock800_2.clq,5,692584685,5,659341551,6,862270493,6,857649261,5,668916874,6,863076436,6,824846076,6,883408329,6,813387407,5,874358028,
brock800_4.clq,6,863115298,6,906447903,5,675503154,6,810427392,6,943365567,6,826176558,6,856743696,5,678511104,6,835023018,6,868183419,
