1000 times 
1000 times 
C1000.9.clq,3,202376946,3,130208531,
C125.9.clq,2,839260,2,848271,
C2000.5.clq,8,424175730,8,373848193,
C2000.9.clq,3,633959949,3,656725401,
C250.9.clq,2,6160798,2,5757790,
C4000.5.clq,9,1559768704,10,1096617016,
C500.9.clq,2,30216841,2,30140830,
DSJC1000.5.clq,7,76617649,7,77510404,
DSJC500.5.clq,6,17198010,6,17097415,
MANN_a27.clq,2,16051362,2,15660326,
MANN_a81.clq,2,1452891172,2,6440516070,
brock200_2.clq,5,1773344,5,1727218,
brock200_4.clq,4,2176711,4,2084102,
brock400_2.clq,3,27937259,4,15278788,
brock400_4.clq,3,15217079,4,15936905,
brock800_2.clq,5,61190835,5,60233471,
brock800_4.clq,5,51267473,5,59137360,
gen200_p0.9_44.clq,2,2802956,2,2645199,
gen200_p0.9_55.clq,2,2580879,2,2446445,
gen400_p0.9_55.clq,2,17138316,2,16973424,
gen400_p0.9_65.clq,2,17240677,2,16740581,
gen400_p0.9_75.clq,2,12590414,2,16441880,
hamming10-4.clq,8,203278467,8,229776582,
hamming8-4.clq,8,6439487,8,6730547,
keller4.clq,4,1242686,4,1327712,
keller5.clq,4,60165242,4,62297151,
keller6.clq,10,1103559835,12,1228448605,
p_hat1500-1.clq,26,91711562,28,92356160,
p_hat1500-2.clq,15,189378919,14,187695063,
p_hat1500-3.clq,5,282516770,5,286380389,
p_hat300-1.clq,16,2107884,15,2137836,
p_hat300-2.clq,7,5012548,7,4897285,
p_hat300-3.clq,3,7964056,3,7958977,
p_hat700-1.clq,19,18224677,21,18131514,
p_hat700-2.clq,11,29211049,9,25970715,
p_hat700-3.clq,4,50971040,4,51450636,
