src/test/resources/KONET/000027_zebra.konet,0:,5,4519752
src/test/resources/KONET/000034_zachary.konet,0:,4,642465
src/test/resources/KONET/000062_dolphins.konet,0:,19,1611665
src/test/resources/KONET/000112_David_Copperfield.konet,0:,25,2470432
src/test/resources/KONET/000198_Jazz_musicians.konet,0:,19,3785459
src/test/resources/KONET/000212_pdzbase.konet,0:,57,3099432
src/test/resources/KONET/001133_rovira.konet,0:,279,24632622
src/test/resources/KONET/001174_euroroad.konet,0:,544,19566501
src/test/resources/KONET/001858_hamster.konet,0:,287,21379974
src/test/resources/KONET/000027_zebra.konet,0:,5,4630176
src/test/resources/KONET/000034_zachary.konet,0:,4,637704
src/test/resources/KONET/000062_dolphins.konet,0:,19,1655022
src/test/resources/KONET/000112_David_Copperfield.konet,0:,25,2160850
src/test/resources/KONET/000198_Jazz_musicians.konet,0:,19,3897012
src/test/resources/KONET/000212_pdzbase.konet,0:,57,3124311
src/test/resources/KONET/001133_rovira.konet,0:,279,24362187
src/test/resources/KONET/001174_euroroad.konet,0:,544,19975482
src/test/resources/KONET/001858_hamster.konet,0:,287,15794955
src/test/resources/KONET/000027_zebra.konet,0:,4,5534048
src/test/resources/KONET/000034_zachary.konet,0:,4,1308910
src/test/resources/KONET/000062_dolphins.konet,0:,19,2413479
src/test/resources/KONET/000112_David_Copperfield.konet,0:,33,3184285
src/test/resources/KONET/000198_Jazz_musicians.konet,0:,16,5572916
src/test/resources/KONET/000212_pdzbase.konet,0:,62,6024012
src/test/resources/KONET/001133_rovira.konet,0:,347,54385610
src/test/resources/KONET/001174_euroroad.konet,0:,431,91190242
src/test/resources/KONET/001858_hamster.konet,0:,595,58431969
src/test/resources/KONET/000027_zebra.konet,0:,4,5996945
src/test/resources/KONET/000034_zachary.konet,0:,4,1332869
src/test/resources/KONET/000062_dolphins.konet,0:,19,2689703
src/test/resources/KONET/000112_David_Copperfield.konet,0:,33,3380331
src/test/resources/KONET/000198_Jazz_musicians.konet,0:,16,6079020
src/test/resources/KONET/000212_pdzbase.konet,0:,62,6036186
src/test/resources/KONET/001133_rovira.konet,0:,347,55775432
src/test/resources/KONET/001174_euroroad.konet,0:,431,91138772
src/test/resources/KONET/001858_hamster.konet,0:,595,58103769
