------------------fpsol2i1
------------------1
1:,231,5,1, 5231274713
2:,231,5,2, 4909170225
3:,229,5,3, 4569479580
4:,229,5,4, 4398391884
5:,229,5,5, 4251607395
1:,231,10,1, 2125532270
2:,231,10,2, 2089660001
3:,231,10,3, 2242013483
4:,231,10,4, 2150323141
5:,231,10,5, 2155650935
6:,231,10,6, 2445106538
7:,231,10,7, 2313059387
8:,229,10,8, 2321785414
9:,229,10,9, 2266747894
10:,229,10,10, 2255975251
1:,241,20,1, 1109428226
2:,241,20,2, 1173198902
3:,241,20,3, 1198581689
4:,241,20,4, 1675373258
5:,241,20,5, 3288521041
6:,241,20,6, 8101040855
7:,241,20,7, 19350163561
8:,229,20,8, 40413464686
9:,229,20,9, 71410440379
10:,229,20,10, 109563229159
11:,229,20,11, 147026278377
12:,229,20,12, 177983447859
13:,229,20,13, 197827887113
14:,229,20,14, 208979743846
15:,229,20,15, 213841032778
16:,229,20,16, 216520003506
17:,229,20,17, 218169486164
18:,229,20,18, 215587737681
19:,229,20,19, 215487161817
20:,229,20,20, 215190530686
------------------fpsol2i2
------------------1
1:,91,5,1, 1793154989
2:,91,5,2, 1606300851
3:,91,5,3, 1627058349
4:,90,5,4, 1675448019
5:,90,5,5, 1604167609
1:,91,10,1, 863864391
2:,91,10,2, 834817353
3:,91,10,3, 758442788
4:,91,10,4, 813937764
5:,91,10,5, 893105083
6:,91,10,6, 797999614
7:,91,10,7, 916251079
8:,91,10,8, 900406902
9:,90,10,9, 812500845
10:,90,10,10, 870867991
1:,101,20,1, 430787677
2:,101,20,2, 433285259
3:,101,20,3, 539022148
4:,101,20,4, 633199329
5:,101,20,5, 1343177225
6:,101,20,6, 3543599746
7:,101,20,7, 7972812163
8:,101,20,8, 16329527196
9:,90,20,9, 28847256502
10:,90,20,10, 42477065759
11:,90,20,11, 56284169614
12:,90,20,12, 67474441884
13:,90,20,13, 74640357657
14:,90,20,14, 78565376278
15:,90,20,15, 80352434019
16:,90,20,16, 80740343241
17:,90,20,17, 81333780868
18:,90,20,18, 81729306657
19:,90,20,19, 81472570266
20:,90,20,20, 81306699616
------------------fpsol2i3
------------------1
1:,66,5,1, 1180441136
2:,66,5,2, 1229471035
3:,64,5,3, 1110522239
4:,64,5,4, 1122555085
5:,64,5,5, 1129047124
1:,71,10,1, 635843965
2:,71,10,2, 612683286
3:,64,10,3, 573532398
4:,64,10,4, 556112123
5:,64,10,5, 657140094
6:,64,10,6, 609303726
7:,64,10,7, 584057233
8:,64,10,8, 653877584
9:,64,10,9, 579944196
10:,64,10,10, 639548397
1:,79,20,1, 349075954
2:,79,20,2, 390378780
3:,64,20,3, 371356059
4:,64,20,4, 468121879
5:,64,20,5, 949711694
6:,64,20,6, 2326533096
7:,64,20,7, 5249446652
8:,64,20,8, 10697715410
9:,64,20,9, 19206236273
10:,64,20,10, 29577735425
11:,64,20,11, 39745394592
12:,64,20,12, 48061065254
13:,64,20,13, 53783934000
14:,64,20,14, 56592244676
15:,64,20,15, 57739078648
16:,64,20,16, 58177187988
17:,64,20,17, 58437859173
18:,64,20,18, 58420200257
19:,64,20,19, 58368438356
20:,64,20,20, 58880210557
