2--------
--------src/test/resources/DIMACS/gen400_p0.9_55.clq
1:,7,5,1, 4782124961
2:,7,5,2, 4674887154
3:,7,5,3, 4665532523
4:,7,5,4, 4444642403
5:,7,5,5, 4277435122
1:,7,10,1, 2591505406
2:,7,10,2, 2486021100
3:,7,10,3, 2271024723
4:,7,10,4, 2465637894
5:,7,10,5, 2390997151
6:,7,10,6, 2255530921
7:,7,10,7, 2254982099
8:,7,10,8, 2317418646
9:,7,10,9, 2278078782
10:,7,10,10, 2340648421
1:,6,20,1, 1243472950
2:,6,20,2, 1271182428
3:,6,20,3, 1311978676
4:,6,20,4, 1244948345
5:,6,20,5, 1278636013
6:,6,20,6, 1287551949
7:,6,20,7, 1253567790
8:,6,20,8, 1290119279
9:,6,20,9, 1261091799
10:,6,20,10, 1308740770
11:,6,20,11, 1433882292
12:,6,20,12, 1233282551
13:,6,20,13, 1248840831
14:,6,20,14, 1250113075
15:,6,20,15, 1235649991
16:,6,20,16, 1256454362
17:,6,20,17, 1249586157
18:,6,20,18, 1265309936
19:,6,20,19, 1371115716
20:,6,20,20, 1248178652
3--------
--------src/test/resources/DIMACS/gen400_p0.9_55.clq
1:,7,5,1, 4254701324
2:,7,5,2, 4171594668
3:,7,5,3, 4149188377
4:,7,5,4, 4248511825
5:,7,5,5, 4209385993
1:,7,10,1, 2240648251
2:,7,10,2, 2408465267
3:,7,10,3, 2267650197
4:,7,10,4, 2297367327
5:,7,10,5, 2250140062
6:,7,10,6, 2333716739
7:,7,10,7, 2244418166
8:,7,10,8, 2263272743
9:,7,10,9, 2333912961
10:,7,10,10, 2255226582
1:,6,20,1, 1331630351
2:,6,20,2, 1257959737
3:,6,20,3, 1331787435
4:,6,20,4, 1319323591
5:,6,20,5, 1250403941
6:,6,20,6, 1262074037
7:,6,20,7, 1449683329
8:,6,20,8, 1268518547
9:,6,20,9, 1281080359
10:,6,20,10, 1261692017
11:,6,20,11, 1243058359
12:,6,20,12, 1351699318
13:,6,20,13, 1236867179
14:,6,20,14, 1218613249
15:,6,20,15, 1242640237
16:,6,20,16, 1253690850
17:,6,20,17, 1263486210
18:,6,20,18, 1244276393
19:,6,20,19, 1224643265
20:,6,20,20, 1434857938
4--------
--------src/test/resources/DIMACS/gen400_p0.9_55.clq
1:,7,5,1, 4055725247
2:,7,5,2, 4137411059
3:,7,5,3, 4334973855
4:,7,5,4, 4250210824
5:,7,5,5, 4051127375
1:,7,10,1, 2317356688
2:,7,10,2, 2259921636
3:,7,10,3, 2359543020
4:,7,10,4, 2174093804
5:,7,10,5, 2205725569
6:,7,10,6, 2276826454
7:,7,10,7, 2226687532
8:,7,10,8, 2389721605
9:,7,10,9, 2238570088
10:,7,10,10, 2302813551
1:,6,20,1, 1244797594
2:,6,20,2, 1228155371
3:,6,20,3, 1231521392
4:,6,20,4, 1423743677
5:,6,20,5, 1286158931
6:,6,20,6, 1259938647
7:,6,20,7, 1232830379
8:,6,20,8, 1362650232
9:,6,20,9, 1227860816
10:,6,20,10, 1216002651
11:,6,20,11, 1244611899
12:,6,20,12, 1244580533
13:,6,20,13, 1306222687
14:,6,20,14, 1255647140
15:,6,20,15, 1252365419
16:,6,20,16, 1248073602
17:,6,20,17, 1435082156
