1000 times 
C1000.9.clq,3,113134503,3,139853672,
C125.9.clq,2,801498,2,835143,
C2000.5.clq,8,320177324,8,277403060,
C2000.9.clq,3,587702296,3,479613364,
C250.9.clq,2,3567193,2,3620666,
C4000.5.clq,9,996734589,9,1303022747,
C500.9.clq,2,26962083,2,26439108,
DSJC1000.5.clq,7,54370523,7,55349805,
DSJC500.5.clq,7,14807078,6,14514353,
MANN_a27.clq,2,8832592,2,9632563,
MANN_a81.clq,2,1787720468,2,1318934363,
brock200_2.clq,5,1624059,5,1698600,
brock200_4.clq,4,2161044,3,1912885,
brock400_2.clq,3,12928468,3,12943506,
brock400_4.clq,3,12818529,3,12745663,
brock800_2.clq,5,55893630,5,55340847,
brock800_4.clq,5,55590215,5,50384362,
gen200_p0.9_44.clq,2,1983909,2,1957118,
gen200_p0.9_55.clq,2,1972326,2,2006688,
gen400_p0.9_55.clq,2,14618040,2,19303178,
gen400_p0.9_65.clq,2,9849086,2,11184545,
gen400_p0.9_75.clq,2,14927178,2,12397257,
hamming10-4.clq,8,135172753,8,143258041,
hamming8-4.clq,8,4319241,8,4596293,
keller4.clq,4,1176396,4,1188907,
keller5.clq,4,51586735,4,58649271,
keller6.clq,4,962120893,10,1134913551,
p_hat1500-1.clq,26,89393867,27,87511013,
p_hat1500-2.clq,15,182562828,15,182708775,
p_hat1500-3.clq,5,274541393,5,271592181,
p_hat300-1.clq,15,1883195,15,2106013,
p_hat300-2.clq,7,3390592,9,3340808,
p_hat300-3.clq,3,6295327,3,6212498,
p_hat700-1.clq,21,15789394,21,16297881,
p_hat700-2.clq,11,31974515,10,31679638,
p_hat700-3.clq,4,49752091,4,35830210,
