1000 times 
frb30-15-mis/frb30-15-1.mis,16,4297318,
frb30-15-mis/frb30-15-2.mis,16,4532484,
frb30-15-mis/frb30-15-3.mis,16,4698142,
frb30-15-mis/frb30-15-4.mis,15,4550613,
frb30-15-mis/frb30-15-5.mis,16,5172957,
frb35-17-mis/frb35-17-1.mis,19,8058053,
frb35-17-mis/frb35-17-2.mis,19,8644098,
frb35-17-mis/frb35-17-3.mis,20,6808840,
frb35-17-mis/frb35-17-4.mis,20,6993624,
frb35-17-mis/frb35-17-5.mis,20,8482635,
frb40-19-mis/frb40-19-1.mis,22,15699436,
frb40-19-mis/frb40-19-2.mis,22,13856691,
frb40-19-mis/frb40-19-3.mis,22,20173741,
frb40-19-mis/frb40-19-4.mis,21,13318917,
frb40-19-mis/frb40-19-5.mis,23,12938361,
frb45-21-mis/frb45-21-1.mis,26,22288611,
frb45-21-mis/frb45-21-2.mis,26,14790508,
frb45-21-mis/frb45-21-3.mis,26,16999037,
frb45-21-mis/frb45-21-4.mis,25,18300009,
frb45-21-mis/frb45-21-5.mis,25,14839464,
frb53-24-mis/frb53-24-1.mis,31,29246291,
frb53-24-mis/frb53-24-2.mis,29,24697139,
frb53-24-mis/frb53-24-3.mis,31,23018404,
frb53-24-mis/frb53-24-4.mis,30,25616794,
frb53-24-mis/frb53-24-5.mis,30,26316302,
frb56-25-mis/frb56-25-1.mis,32,32713744,
frb56-25-mis/frb56-25-2.mis,33,46863903,
frb56-25-mis/frb56-25-3.mis,32,40133941,
frb56-25-mis/frb56-25-4.mis,32,30805286,
frb56-25-mis/frb56-25-5.mis,33,26623756,
frb59-26-mis/frb59-26-1.mis,34,36439805,
frb59-26-mis/frb59-26-2.mis,35,46840551,
frb59-26-mis/frb59-26-3.mis,34,30013928,
frb59-26-mis/frb59-26-4.mis,33,34535571,
frb59-26-mis/frb59-26-5.mis,34,28903462,
