1--------
src/test/resources/KONECT/000027_zebra.konet,0:,4,Total,10655809,
src/test/resources/KONECT/000034_zachary.konet,0:,4,Total,3500270,
1--------
1--------
1--------
1--------
1--------
src/test/resources/KONECT/000027_zebra.konet,0:,4,Total,12709097,
src/test/resources/KONECT/000034_zachary.konet,0:,4,Total,4132064,
src/test/resources/KONECT/000062_dolphins.konet,0:,15,Total,13149117,
src/test/resources/KONECT/000112_David_Copperfield.konet,0:,18,Total,25882069,
src/test/resources/KONECT/000198_Jazz_musicians.konet,0:,14,Total,65756657,
src/test/resources/KONECT/000212_pdzbase.konet,0:,52,Total,57894774,
src/test/resources/KONECT/001133_rovira.konet,0:,216,Total,2258088886,
src/test/resources/KONECT/001174_euroroad.konet,0:,420,Total,2532932771,
src/test/resources/KONECT/001858_hamster.konet,0:,243,Total,6528308036,
1--------
src/test/resources/KONECT/000027_zebra.konet,0:,4,Total,12824129,
src/test/resources/KONECT/000034_zachary.konet,0:,4,Total,4086267,
src/test/resources/KONECT/000062_dolphins.konet,0:,15,Total,13298706,
src/test/resources/KONECT/000112_David_Copperfield.konet,0:,18,Total,25804649,
src/test/resources/KONECT/000198_Jazz_musicians.konet,0:,14,Total,69901357,
src/test/resources/KONECT/000212_pdzbase.konet,0:,52,Total,56617744,
src/test/resources/KONECT/001133_rovira.konet,0:,216,Total,2303364552,
src/test/resources/KONECT/001174_euroroad.konet,0:,420,Total,2626129835,
src/test/resources/KONECT/001858_hamster.konet,0:,243,Total,6356778111,
1--------
src/test/resources/KONECT/000027_zebra.konet,0:,4,Total,11261269,
src/test/resources/KONECT/000034_zachary.konet,0:,4,Total,3370125,
src/test/resources/KONECT/000062_dolphins.konet,0:,15,Total,13383480,
src/test/resources/KONECT/000112_David_Copperfield.konet,0:,18,Total,20726438,
src/test/resources/KONECT/000198_Jazz_musicians.konet,0:,14,Total,38169597,
src/test/resources/KONECT/000212_pdzbase.konet,0:,52,Total,51999379,
src/test/resources/KONECT/001133_rovira.konet,0:,216,Total,1786550986,
src/test/resources/KONECT/001174_euroroad.konet,0:,420,Total,2586435011,
src/test/resources/KONECT/001858_hamster.konet,0:,243,Total,4669076339,
