10 times 
frb30-15-mis/frb30-15-1.mis,18,7849546,17,5386117,18,6227852,18,5409674,18,4775528,18,5303075,17,5706637,18,4938761,17,4882940,18,5107854,
frb30-15-mis/frb30-15-2.mis,18,5515963,18,4837161,20,4910052,18,4822364,17,5317257,18,5021623,18,4992861,18,5500740,18,4917866,20,5469011,
frb30-15-mis/frb30-15-3.mis,18,4868449,17,4909444,19,5657290,17,5230122,19,5036134,19,6512743,19,4584626,18,4841473,18,5494731,18,6309630,
frb30-15-mis/frb30-15-4.mis,16,4235288,17,5680915,17,4706400,16,5865463,18,5625410,18,4849974,18,4996100,18,5290977,18,5086700,18,5024454,
frb30-15-mis/frb30-15-5.mis,18,6231686,17,4989702,18,5715077,18,5349540,19,5459636,19,5144816,19,5027566,18,6247106,18,5300576,17,6505798,
frb35-17-mis/frb35-17-1.mis,22,11297570,22,9058409,22,9385549,22,10384856,22,8359094,22,8550521,23,8658878,21,8323869,23,8558093,21,8345643,
frb35-17-mis/frb35-17-2.mis,20,6640329,24,8624667,21,8705241,21,8680912,21,8802516,22,8391650,22,8632539,22,9098590,21,8524566,22,8354655,
frb35-17-mis/frb35-17-3.mis,21,10208490,20,8189667,21,8239021,20,6510371,22,9833273,22,8470126,23,8528096,22,8062619,21,8047039,23,8386214,
frb35-17-mis/frb35-17-4.mis,22,8849594,21,8517036,20,8183649,22,8734106,23,12130795,22,7482882,20,11929520,22,8358371,22,7596293,22,8515249,
frb35-17-mis/frb35-17-5.mis,22,10354384,21,8794611,23,8204817,21,8827982,22,7877281,22,11906011,21,9835815,20,8480938,22,9032327,21,12928579,
frb40-19-mis/frb40-19-1.mis,27,13567729,25,13664789,24,10775320,24,13036311,26,11168792,24,13664567,25,19274675,25,19633728,24,18065941,24,14891554,
frb40-19-mis/frb40-19-2.mis,24,14629524,25,21455103,25,17192859,25,15191150,25,17391690,24,16876792,26,11977700,25,11016760,24,25172219,25,17605310,
frb40-19-mis/frb40-19-3.mis,25,12717620,22,19236967,25,13742209,23,13296040,25,13098385,24,14882916,25,10506583,25,18631693,25,18517282,24,23124909,
frb40-19-mis/frb40-19-4.mis,25,19571125,24,16225488,25,11674658,26,17833241,24,26899440,24,12033450,24,13945167,25,13870358,24,11403994,25,22906819,
