000027_zebra.konet,14
000034_zachary.konet,17
000062_dolphins.konet,12
000112_David_Copperfield.konet,49
000198_Jazz_musicians.konet,100
000212_pdzbase.konet,21
001133_rovira.konet,71
001174_euroroad.konet,10
001858_hamster.konet,272
