1000 times 
frb30-15-mis/frb30-15-1.mis,16,138691394,
frb30-15-mis/frb30-15-2.mis,17,180783890,
frb30-15-mis/frb30-15-3.mis,17,144137313,
frb30-15-mis/frb30-15-4.mis,17,165673515,
frb30-15-mis/frb30-15-5.mis,17,168820898,
frb35-17-mis/frb35-17-1.mis,21,388495328,
frb35-17-mis/frb35-17-2.mis,20,290632648,
frb35-17-mis/frb35-17-3.mis,20,333132249,
frb35-17-mis/frb35-17-4.mis,21,347408442,
frb35-17-mis/frb35-17-5.mis,20,339556678,
frb40-19-mis/frb40-19-1.mis,24,630401376,
frb40-19-mis/frb40-19-2.mis,25,699820466,
frb40-19-mis/frb40-19-3.mis,23,835465161,
frb40-19-mis/frb40-19-4.mis,23,699494391,
frb40-19-mis/frb40-19-5.mis,23,640093997,
frb45-21-mis/frb45-21-1.mis,27,1062547051,
frb45-21-mis/frb45-21-2.mis,27,1066940862,
frb45-21-mis/frb45-21-3.mis,27,1230237891,
frb45-21-mis/frb45-21-4.mis,28,1089016750,
frb45-21-mis/frb45-21-5.mis,27,1046944482,
frb53-24-mis/frb53-24-1.mis,32,2158935447,
frb53-24-mis/frb53-24-2.mis,32,2124648336,
frb53-24-mis/frb53-24-3.mis,33,2246437635,
frb53-24-mis/frb53-24-4.mis,32,2153066200,
frb53-24-mis/frb53-24-5.mis,33,2129102505,
frb56-25-mis/frb56-25-1.mis,33,2427718177,
frb56-25-mis/frb56-25-2.mis,35,2623440862,
frb56-25-mis/frb56-25-3.mis,34,2465018791,
frb56-25-mis/frb56-25-4.mis,35,2694204901,
frb56-25-mis/frb56-25-5.mis,34,2627511822,
frb59-26-mis/frb59-26-1.mis,34,2882963173,
frb59-26-mis/frb59-26-2.mis,36,2957109287,
frb59-26-mis/frb59-26-3.mis,38,3155877402,
frb59-26-mis/frb59-26-4.mis,36,3137719972,
frb59-26-mis/frb59-26-5.mis,37,3307140022,
