brock800_2.clq-i=1
brock800_2.clq-i=1
brock800_2.clq-i=1
brock800_2.clq-i=1
brock800_2.clq-i=1
0:,4,750,10,4045446269,DDS,400574968757,Poly-RR,2764901327,LS,414602439294,Total,6566195303,Guarantee,117683794,Degree-RR,3410982,Minimal,
0:,4,750,10,3934565276,DDS,398652979086,Poly-RR,2729327281,LS,412234429872,Total,6426960370,Guarantee,110079316,Degree-RR,3512800,Minimal,
2,4,750,10,826836869166
C2000.5.clq-i=1
0:,7,1000,10,0,DDS,4023124598813,Poly-RR,50774279644,LS,4116416554880,Total,13055367599,Guarantee,583285647,Degree-RR,69591658,Minimal,
0:,7,1000,10,0,DDS,4044183376229,Poly-RR,52265886887,LS,4142161695306,Total,14092322260,Guarantee,855324515,Degree-RR,70325228,Minimal,
2,7,1000,10,8258578250186
C2000.9.clq-i=1
C2000.5.clq-i=1
0:,7,1000,10,0,DDS,4270055870451,Poly-RR-1,0,Poly-RR,51078870350,LS,10756775959553,Total,6390637086332,Poly-RR-2,13583249977,Guarantee,713375329,Degree-RR,76349448,Minimal,
1,7,1000,10,10756775959553
C2000.9.clq-i=1
0:,3,1900,10,0,DDS,7340829641980,Poly-RR-1,0,Poly-RR,12230188649,LS,14583040510086,Total,7187462928757,Poly-RR-2,12506223670,Guarantee,1100462443,Degree-RR,6368807,Minimal,
1,3,1900,10,14583040510086
C4000.5.clq-i=1
0:,7,3200,10,132021217588,DDS,101984561323936,Poly-RR-1,0,Poly-RR,234039927118,LS,244178654354792,Total,141558461399247,Poly-RR-2,71669979032,Guarantee,2968990297,Degree-RR,439668438,Minimal,
1,7,3200,10,244178654354792
brock800_2.clq-i=1
0:,4,750,10,4082584658,DDS,154791719517,Poly-RR-1,0,Poly-RR,2678040287,LS,393527488935,Total,224820253111,Poly-RR-2,6428917149,Guarantee,115996290,Degree-RR,3469527,Minimal,
1,4,750,10,393527488935
