000027_zebra.konet-i=1
5:,4,5,5, 256914537329
000027_zebra.konet-i=1
5:,4,5,5, 20169346
000034_zachary.konet-i=1
5:,4,5,5, 3927532
000062_dolphins.konet-i=1
5:,16,5,5, 24325397
000112_David_Copperfield.konet-i=1
5:,18,5,5, 23595810
000198_Jazz_musicians.konet-i=1
5:,13,5,5, 65809817
000212_pdzbase.konet-i=1
5:,52,5,5, 11981730
001133_rovira.konet-i=1
5:,213,5,5, 597682866
001174_euroroad.konet-i=1
5:,400,5,5, 176286915
001858_hamster.konet-i=1
5:,245,5,5, 2190190735
000027_zebra.konet-i=1
5:,4,5,5, 25259674
000034_zachary.konet-i=1
5:,4,5,5, 2815663
000062_dolphins.konet-i=1
5:,16,5,5, 22410094
000112_David_Copperfield.konet-i=1
5:,18,5,5, 22384611
000198_Jazz_musicians.konet-i=1
5:,13,5,5, 65208996
000212_pdzbase.konet-i=1
5:,52,5,5, 12615866
001133_rovira.konet-i=1
5:,213,5,5, 878765113
001174_euroroad.konet-i=1
5:,400,5,5, 256196428
001858_hamster.konet-i=1
5:,245,5,5, 3368612356
000027_zebra.konet-i=1
5:,4,5,5, 17174130
10:,4,10,10, 8165409
15:,4,15,15, 17395945
20:,4,20,20, 8860105
000034_zachary.konet-i=1
5:,4,5,5, 2493749
10:,4,10,10, 2014290
15:,4,15,15, 1856220
20:,4,20,20, 2215496
000062_dolphins.konet-i=1
5:,16,5,5, 12956940
10:,15,10,10, 220343984
15:,15,15,15, 557769406
20:,15,20,20, 450378546
000112_David_Copperfield.konet-i=1
5:,18,5,5, 18908205
10:,18,10,10, 63211451
15:,18,15,15, 63405734
20:,18,20,20, 93200631
000198_Jazz_musicians.konet-i=1
5:,13,5,5, 63577553
10:,13,10,10, 80881422
15:,14,15,15, 891755791
20:,13,20,20, 8959909401
000212_pdzbase.konet-i=1
5:,52,5,5, 4029796
10:,52,10,10, 3320271
15:,52,15,15, 3007334
20:,52,20,20, 5384376
001133_rovira.konet-i=1
5:,213,5,5, 511256066
10:,213,10,10, 320301063
15:,213,15,15, 11522389683
000027_zebra.konet-i=1
5:,4,5,5, 17585224
10:,4,10,10, 8649728
15:,4,15,15, 9772776
000034_zachary.konet-i=1
5:,4,5,5, 2406309
10:,4,10,10, 2543091
15:,4,15,15, 1637720
000062_dolphins.konet-i=1
5:,16,5,5, 14035711
10:,15,10,10, 181950082
15:,15,15,15, 421153280
000112_David_Copperfield.konet-i=1
5:,18,5,5, 17670771
10:,18,10,10, 72730427
15:,18,15,15, 53753233
000198_Jazz_musicians.konet-i=1
5:,13,5,5, 31038448
10:,13,10,10, 36110025
15:,14,15,15, 697947874
000212_pdzbase.konet-i=1
5:,52,5,5, 4218256
10:,52,10,10, 4327653
15:,52,15,15, 4256072
001133_rovira.konet-i=1
5:,213,5,5, 458076368
10:,213,10,10, 325428412
15:,213,15,15, 11023224673
001174_euroroad.konet-i=1
5:,400,5,5, 159015586
10:,400,10,10, 112006693
15:,400,15,15, 271738301
001858_hamster.konet-i=1
5:,245,5,5, 1914930859
10:,245,10,10, 1684949781
15:,245,15,15, 31685254812
