000027_zebra.konet-i=1
000027_zebra.konet-i=1
0:,4,10,10,4028856716,DDS,1559379,Poly-RR,167791,LS,6043286727,Total,6032336158,Guarantee,54578,Degree-RR,136135,Minimal,
1,4,10,10,6043286727
000034_zachary.konet-i=1
0:,4,10,10,2017614806,DDS,946682,Poly-RR,156828,LS,4032958288,Total,4030473820,Guarantee,23597,Degree-RR,194339,Minimal,
1,4,10,10,4032958288
000062_dolphins.konet-i=1
0:,14,10,10,0,DDS,3293961,Poly-RR,16411171,LS,2034207505,Total,2011463259,Guarantee,190397,Degree-RR,384437,Minimal,
1,14,10,10,2034207505
000112_David_Copperfield.konet-i=1
0:,18,10,10,0,DDS,13692828,Poly-RR,87083444,LS,2127190814,Total,2015511681,Guarantee,312249,Degree-RR,1237272,Minimal,
1,18,10,10,2127190814
000198_Jazz_musicians.konet-i=1
0:,13,10,10,0,DDS,163535371,Poly-RR,217420806,LS,2448178188,Total,2035303245,Guarantee,1446954,Degree-RR,1402477,Minimal,
1,13,10,10,2448178188
000212_pdzbase.konet-i=1
0:,52,10,10,18213450829,DDS,3693468,Poly-RR,354609654,LS,20606399592,Total,20186757916,Guarantee,296919,Degree-RR,24149580,Minimal,
1,52,10,10,20606399592
001133_rovira.konet-i=1
0:,211,10,10,0,DDS,376298488,Poly-RR,320796408823,LS,325567740045,Total,3089489052,Guarantee,8236316,Degree-RR,438581768,Minimal,
1,211,10,10,325567740045
001174_euroroad.konet-i=1
0:,399,10,10,646658364251,DDS,15746027,Poly-RR,269867923620,LS,920661181008,Total,617498592256,Guarantee,4566834,Degree-RR,24237613302,Minimal,
1,399,10,10,920661181008
001858_hamster.konet-i=1
0:,242,10,10,0,DDS,0,Poly-RR,716864981578,LS,724921718417,Total,4578388082,Guarantee,16591305,Degree-RR,1471190879,Minimal,
1,242,10,10,724921718417
002426_hamster_ful.konet-i=1
0:,416,10,10,0,DDS,0,Poly-RR,1988789070233,LS,2003930981427,Total,8128153349,Guarantee,21942306,Degree-RR,3335032017,Minimal,
1,416,10,10,2003930981427
002888_facebook.konet-i=1
0:,10,10,10,0,DDS,0,Poly-RR,11225554020,LS,13965101065,Total,2059930099,Guarantee,8149005,Degree-RR,35219268,Minimal,
1,10,10,10,13965101065
