1000 times 
frb30-15-mis/frb30-15-1.mis,17,3170710,16,5718354,
frb30-15-mis/frb30-15-2.mis,16,2758525,16,2742891,
frb30-15-mis/frb30-15-3.mis,16,3019414,16,2847875,
frb30-15-mis/frb30-15-4.mis,16,3386473,16,3214630,
frb30-15-mis/frb30-15-5.mis,16,3319882,16,4786920,
frb35-17-mis/frb35-17-1.mis,19,5057045,19,5973426,
frb35-17-mis/frb35-17-2.mis,19,4979991,18,9045526,
frb35-17-mis/frb35-17-3.mis,20,6535296,19,5888015,
frb35-17-mis/frb35-17-4.mis,20,5484828,19,5679288,
frb35-17-mis/frb35-17-5.mis,18,6704714,20,5081450,
frb40-19-mis/frb40-19-1.mis,23,11529543,23,20219710,
frb40-19-mis/frb40-19-2.mis,22,9230956,23,11427999,
frb40-19-mis/frb40-19-3.mis,22,14452310,21,9251722,
frb40-19-mis/frb40-19-4.mis,22,11407108,23,11760326,
frb40-19-mis/frb40-19-5.mis,22,9249753,23,10094668,
frb45-21-mis/frb45-21-1.mis,26,12921856,24,12211657,
frb45-21-mis/frb45-21-2.mis,25,11697116,26,15343939,
frb45-21-mis/frb45-21-3.mis,26,14924711,25,11551504,
frb45-21-mis/frb45-21-4.mis,26,21761306,25,23726140,
frb45-21-mis/frb45-21-5.mis,26,14991059,25,18785987,
frb53-24-mis/frb53-24-1.mis,30,21592366,30,26558686,
frb53-24-mis/frb53-24-2.mis,30,27237239,30,41261328,
frb53-24-mis/frb53-24-3.mis,30,25790197,30,26230818,
frb53-24-mis/frb53-24-4.mis,30,20578184,30,24032570,
frb53-24-mis/frb53-24-5.mis,30,27566450,30,25441839,
frb56-25-mis/frb56-25-1.mis,31,32798686,32,41126288,
frb56-25-mis/frb56-25-2.mis,33,23380669,30,23216864,
frb56-25-mis/frb56-25-3.mis,31,41341291,32,23571309,
frb56-25-mis/frb56-25-4.mis,32,22761145,33,23462951,
frb56-25-mis/frb56-25-5.mis,32,36628144,32,23053613,
frb59-26-mis/frb59-26-1.mis,34,35752127,34,34077660,
frb59-26-mis/frb59-26-2.mis,33,25044079,34,27047498,
frb59-26-mis/frb59-26-3.mis,34,49431671,33,32579152,
frb59-26-mis/frb59-26-4.mis,33,36648871,35,36063987,
frb59-26-mis/frb59-26-5.mis,34,33972249,34,26812844,
