000027_zebra.konet-i=1
0:,4,10,10,2263050,Poly-RR,3229456,Total,268072,Degree-RR,208048,MINIMAL,
0:,4,10,10,1699746,Poly-RR,2261422,Total,28248,Degree-RR,155109,MINIMAL,
2,4,10,10,5490878
000034_zachary.konet-i=1
0:,4,10,10,1031187,Poly-RR,3084566,Total,158986,Degree-RR,788090,MINIMAL,
0:,4,10,10,1554134,Poly-RR,2076721,Total,38676,Degree-RR,209634,MINIMAL,
2,4,10,10,5161287
000062_dolphins.konet-i=1
0:,15,10,10,4020883,Poly-RR,35178097,Total,247928,Degree-RR,27394618,MINIMAL,
0:,16,10,10,3004230,Poly-RR,25847397,Total,156602,Degree-RR,19978297,MINIMAL,
1,15,10,10,61025494
000112_David_Copperfield.konet-i=1
0:,18,10,10,13384177,Poly-RR,117471999,Total,313994,Degree-RR,97233699,MINIMAL,
0:,18,10,10,13047897,Poly-RR,197298734,Total,289413,Degree-RR,175435494,MINIMAL,
2,18,10,10,314770733
000198_Jazz_musicians.konet-i=1
0:,13,10,10,162535907,Poly-RR,670147522,Total,953425,Degree-RR,482625578,MINIMAL,
0:,14,10,10,161206917,Poly-RR,453987158,Total,995404,Degree-RR,258681012,MINIMAL,
1,13,10,10,1124134680
000212_pdzbase.konet-i=1
0:,52,10,10,3416436,Poly-RR,368829399,Total,322369,Degree-RR,354194603,MINIMAL,
0:,52,10,10,3445882,Poly-RR,358768049,Total,330999,Degree-RR,347565654,MINIMAL,
2,52,10,10,727597448
001133_rovira.konet-i=1
0:,211,10,10,368438046,Poly-RR,317607387784,Total,10070312,Degree-RR,316318178552,MINIMAL,
0:,211,10,10,356493677,Poly-RR,643357781568,Total,10136827,Degree-RR,641838945682,MINIMAL,
2,211,10,10,960965169352
001174_euroroad.konet-i=1
0:,397,10,10,16861565,Poly-RR,318418667362,Total,7708648,Degree-RR,317674252196,MINIMAL,
0:,397,10,10,15522030,Poly-RR,318384992107,Total,7082586,Degree-RR,317916888264,MINIMAL,
2,397,10,10,636803659469
001858_hamster.konet-i=1
0:,243,10,10,1029136929,Poly-RR,1235764631135,Total,25245106,Degree-RR,1230641604239,MINIMAL,
0:,243,10,10,1047570995,Poly-RR,1886762874362,Total,25446750,Degree-RR,1880419564317,MINIMAL,
2,243,10,10,3122527505497
