frb30-15-mis/frb30-15-1.mis,122
frb30-15-mis/frb30-15-2.mis,116
frb30-15-mis/frb30-15-3.mis,122
frb30-15-mis/frb30-15-4.mis,110
frb30-15-mis/frb30-15-5.mis,128
frb35-17-mis/frb35-17-1.mis,132
frb35-17-mis/frb35-17-2.mis,134
frb35-17-mis/frb35-17-3.mis,165
frb35-17-mis/frb35-17-4.mis,150
frb35-17-mis/frb35-17-5.mis,134
frb40-19-mis/frb40-19-1.mis,178
frb40-19-mis/frb40-19-2.mis,171
frb40-19-mis/frb40-19-3.mis,159
frb40-19-mis/frb40-19-4.mis,164
frb40-19-mis/frb40-19-5.mis,174
frb45-21-mis/frb45-21-1.mis,188
frb45-21-mis/frb45-21-2.mis,191
frb45-21-mis/frb45-21-3.mis,205
frb45-21-mis/frb45-21-4.mis,212
frb45-21-mis/frb45-21-5.mis,180
frb53-24-mis/frb53-24-1.mis,232
frb53-24-mis/frb53-24-2.mis,232
frb53-24-mis/frb53-24-3.mis,234
frb53-24-mis/frb53-24-4.mis,226
frb53-24-mis/frb53-24-5.mis,206
frb56-25-mis/frb56-25-1.mis,237
frb56-25-mis/frb56-25-2.mis,237
frb56-25-mis/frb56-25-3.mis,239
frb56-25-mis/frb56-25-4.mis,241
frb56-25-mis/frb56-25-5.mis,241
frb59-26-mis/frb59-26-1.mis,277
frb59-26-mis/frb59-26-2.mis,265
frb59-26-mis/frb59-26-3.mis,258
frb59-26-mis/frb59-26-4.mis,274
frb59-26-mis/frb59-26-5.mis,238
