1000 times 
1000 times 
frb30-15-mis/frb30-15-1.mis,16,2859502,15,2915373,
frb30-15-mis/frb30-15-2.mis,16,4194651,16,5461935,
frb30-15-mis/frb30-15-3.mis,16,4908192,17,3688728,
frb30-15-mis/frb30-15-4.mis,16,6864382,16,4083102,
frb30-15-mis/frb30-15-5.mis,15,4303437,16,4512203,
frb35-17-mis/frb35-17-1.mis,19,8220406,20,8163535,
frb35-17-mis/frb35-17-2.mis,20,8385570,18,11742367,
frb35-17-mis/frb35-17-3.mis,20,8311576,20,8325219,
frb35-17-mis/frb35-17-4.mis,19,6115306,19,7220196,
frb35-17-mis/frb35-17-5.mis,19,6441256,20,6286454,
frb40-19-mis/frb40-19-1.mis,23,9448560,23,13623185,
frb40-19-mis/frb40-19-2.mis,22,12826660,23,11580369,
frb40-19-mis/frb40-19-3.mis,22,13278003,22,10600396,
frb40-19-mis/frb40-19-4.mis,22,14908529,22,9923349,
frb40-19-mis/frb40-19-5.mis,22,16273079,22,23233580,
frb45-21-mis/frb45-21-1.mis,26,16324520,25,15075841,
frb45-21-mis/frb45-21-2.mis,26,18635976,26,15565097,
frb45-21-mis/frb45-21-3.mis,25,17766739,26,17838755,
frb45-21-mis/frb45-21-4.mis,25,15106091,25,24687648,
frb45-21-mis/frb45-21-5.mis,24,24087313,26,18734246,
frb53-24-mis/frb53-24-1.mis,30,29568354,30,52039872,
frb53-24-mis/frb53-24-2.mis,31,30626010,30,38832654,
frb53-24-mis/frb53-24-3.mis,30,33007398,31,28496444,
frb53-24-mis/frb53-24-4.mis,30,30779369,30,29211713,
frb53-24-mis/frb53-24-5.mis,29,30071597,30,28307134,
frb56-25-mis/frb56-25-1.mis,33,34338915,33,35313910,
frb56-25-mis/frb56-25-2.mis,32,30893708,32,28282339,
frb56-25-mis/frb56-25-3.mis,32,34515698,33,25946404,
frb56-25-mis/frb56-25-4.mis,32,26619164,32,30338962,
frb56-25-mis/frb56-25-5.mis,32,28105971,32,26642131,
frb59-26-mis/frb59-26-1.mis,34,32829786,33,45423050,
frb59-26-mis/frb59-26-2.mis,34,45782066,34,31434067,
frb59-26-mis/frb59-26-3.mis,34,39788540,33,49443369,
frb59-26-mis/frb59-26-4.mis,33,41098230,33,31408855,
frb59-26-mis/frb59-26-5.mis,33,43730384,33,44496336,
