1------------
1------------
1------------
src/test/resources/KONECT/000027_zebra.konet,0:,4,25,25,48026489,DDS,0,Poly-RR,6789382,LS,64711676,Total,0,Guarantee,0,Degree-RR,738881,Minimal,
src/test/resources/KONECT/000034_zachary.konet,0:,4,35,35,111415551,DDS,0,Poly-RR,5504717,LS,115643792,Total,0,Guarantee,0,Degree-RR,374633,Minimal,
src/test/resources/KONECT/000062_dolphins.konet,0:,14,25,25,16303431444,DDS,0,Poly-RR,162944972,LS,16314180055,Total,0,Guarantee,0,Degree-RR,2427264,Minimal,
src/test/resources/KONECT/000112_David_Copperfield.konet,0:,20,20,20,1624382580,DDS,0,Poly-RR,1561717915,LS,1660937002,Total,0,Guarantee,0,Degree-RR,16404433,Minimal,
src/test/resources/KONECT/000198_Jazz_musicians.konet,0:,19,30,30,801272295,DDS,0,Poly-RR,776578001,LS,887772845,Total,0,Guarantee,0,Degree-RR,4679347,Minimal,
1------------
src/test/resources/KONECT/000027_zebra.konet,0:,4,25,25,53074550,DDS,0,Poly-RR,7601386,LS,69443524,Total,0,Guarantee,0,Degree-RR,955778,Minimal,
src/test/resources/KONECT/000034_zachary.konet,0:,4,35,35,110136349,DDS,0,Poly-RR,5604718,LS,114335732,Total,0,Guarantee,0,Degree-RR,376515,Minimal,
src/test/resources/KONECT/000062_dolphins.konet,0:,14,25,25,15865179894,DDS,0,Poly-RR,159171262,LS,15875662268,Total,0,Guarantee,0,Degree-RR,2319775,Minimal,
src/test/resources/KONECT/000112_David_Copperfield.konet,0:,20,20,20,1576821195,DDS,0,Poly-RR,1518728682,LS,1612731409,Total,0,Guarantee,0,Degree-RR,15665136,Minimal,
src/test/resources/KONECT/000198_Jazz_musicians.konet,0:,19,30,30,859186562,DDS,0,Poly-RR,833598220,LS,946270816,Total,0,Guarantee,0,Degree-RR,4810424,Minimal,
1------------
1------------
1------------
src/test/resources/KONECT/000112_David_Copperfield.konet,0:,18,20,20,0,DDS,0,Poly-RR,0,LS,59544518,Total,0,Guarantee,0,Degree-RR,0,Minimal,
src/test/resources/KONECT/000198_Jazz_musicians.konet,0:,14,30,30,1423519808,DDS,0,Poly-RR,1332641009,LS,1518733031,Total,0,Guarantee,0,Degree-RR,12755898,Minimal,
src/test/resources/KONECT/000212_pdzbase.konet,0:,52,20,20,44424172013,DDS,0,Poly-RR,8817812647,LS,44471896323,Total,0,Guarantee,0,Degree-RR,10943110,Minimal,
1------------
1------------
src/test/resources/KONECT/000027_zebra.konet,0:,4,10,10,0,DDS,0,Poly-RR,0,LS,16113693,Total,0,Guarantee,0,Degree-RR,0,Minimal,
src/test/resources/KONECT/000034_zachary.konet,0:,4,10,10,0,DDS,0,Poly-RR,0,LS,4389861,Total,0,Guarantee,0,Degree-RR,0,Minimal,
src/test/resources/KONECT/000062_dolphins.konet,0:,14,10,10,0,DDS,0,Poly-RR,0,LS,10610795,Total,0,Guarantee,0,Degree-RR,0,Minimal,
src/test/resources/KONECT/000112_David_Copperfield.konet,0:,18,10,10,0,DDS,0,Poly-RR,0,LS,27465439,Total,0,Guarantee,0,Degree-RR,0,Minimal,
src/test/resources/KONECT/000198_Jazz_musicians.konet,0:,14,10,10,1355098480,DDS,0,Poly-RR,1271948848,LS,1402809740,Total,0,Guarantee,0,Degree-RR,10143604,Minimal,
src/test/resources/KONECT/000212_pdzbase.konet,0:,52,10,10,7688660909,DDS,0,Poly-RR,7601743657,LS,7723629532,Total,0,Guarantee,0,Degree-RR,10736392,Minimal,
src/test/resources/KONECT/001133_rovira.konet,0:,220,10,10,0,DDS,0,Poly-RR,0,LS,1853540256,Total,0,Guarantee,0,Degree-RR,0,Minimal,
src/test/resources/KONECT/001174_euroroad.konet,0:,404,10,10,0,DDS,0,Poly-RR,0,LS,910277944,Total,0,Guarantee,0,Degree-RR,0,Minimal,
src/test/resources/KONECT/001858_hamster.konet,0:,247,10,10,0,DDS,0,Poly-RR,0,LS,7104327079,Total,0,Guarantee,0,Degree-RR,0,Minimal,
src/test/resources/KONECT/002426_hamster_ful.konet,0:,421,10,10,0,DDS,0,Poly-RR,0,LS,18901119474,Total,0,Guarantee,0,Degree-RR,0,Minimal,
src/test/resources/KONECT/002888_facebook.konet,0:,10,10,10,0,DDS,0,Poly-RR,0,LS,503254926,Total,0,Guarantee,0,Degree-RR,0,Minimal,
1------------
1------------
1------------
src/test/resources/KONECT/001133_rovira.konet,0:,216,15,15,7570735998327,DDS,0,Poly-RR,7547453950640,LS,7573432660119,Total,0,Guarantee,0,Degree-RR,19693951954,Minimal,
src/test/resources/KONECT/001174_euroroad.konet,0:,404,15,15,0,DDS,0,Poly-RR,0,LS,1104130820,Total,0,Guarantee,0,Degree-RR,0,Minimal,
src/test/resources/KONECT/001858_hamster.konet,0:,247,15,15,0,DDS,0,Poly-RR,0,LS,9815320698,Total,0,Guarantee,0,Degree-RR,0,Minimal,
src/test/resources/KONECT/002426_hamster_ful.konet,0:,421,15,15,0,DDS,0,Poly-RR,0,LS,26662532513,Total,0,Guarantee,0,Degree-RR,0,Minimal,
1------------
src/test/resources/KONECT/001133_rovira.konet,0:,213,20,20,12515522031228,DDS,0,Poly-RR,12474364246445,LS,12518614916055,Total,0,Guarantee,0,Degree-RR,34842928242,Minimal,
src/test/resources/KONECT/001174_euroroad.konet,0:,402,20,20,2926755328447,DDS,0,Poly-RR,2925010470754,LS,2927970053309,Total,0,Guarantee,0,Degree-RR,99711456,Minimal,
src/test/resources/KONECT/001858_hamster.konet,0:,247,20,20,0,DDS,0,Poly-RR,0,LS,11440782854,Total,0,Guarantee,0,Degree-RR,0,Minimal,
