2--------
src/test/resources/KONECT/000027_zebra.konet,0:,4,6502261
src/test/resources/KONECT/000034_zachary.konet,0:,4,2384922
src/test/resources/KONECT/000062_dolphins.konet,0:,15,4732049
src/test/resources/KONECT/000112_David_Copperfield.konet,0:,18,4892901
src/test/resources/KONECT/000198_Jazz_musicians.konet,0:,13,11359372
src/test/resources/KONECT/000212_pdzbase.konet,0:,52,7695458
src/test/resources/KONECT/001133_rovira.konet,0:,214,179791643
src/test/resources/KONECT/001174_euroroad.konet,0:,404,365949429
src/test/resources/KONECT/001858_hamster.konet,0:,242,465302953
3--------
src/test/resources/KONECT/000027_zebra.konet,0:,4,390991
src/test/resources/KONECT/000034_zachary.konet,0:,4,313001
src/test/resources/KONECT/000062_dolphins.konet,0:,15,552898
src/test/resources/KONECT/000112_David_Copperfield.konet,0:,18,1337272
src/test/resources/KONECT/000198_Jazz_musicians.konet,0:,13,5666982
src/test/resources/KONECT/000212_pdzbase.konet,0:,52,4662102
src/test/resources/KONECT/001133_rovira.konet,0:,214,219360881
src/test/resources/KONECT/001174_euroroad.konet,0:,404,263076519
src/test/resources/KONECT/001858_hamster.konet,0:,242,263018568
4--------
src/test/resources/KONECT/000027_zebra.konet,0:,4,174796
src/test/resources/KONECT/000034_zachary.konet,0:,4,141810
src/test/resources/KONECT/000062_dolphins.konet,0:,15,403424
src/test/resources/KONECT/000112_David_Copperfield.konet,0:,18,1374784
src/test/resources/KONECT/000198_Jazz_musicians.konet,0:,13,5395659
src/test/resources/KONECT/000212_pdzbase.konet,0:,52,3043641
src/test/resources/KONECT/001133_rovira.konet,0:,214,181659473
src/test/resources/KONECT/001174_euroroad.konet,0:,404,190651362
src/test/resources/KONECT/001858_hamster.konet,0:,242,269658639
5--------
src/test/resources/KONECT/000027_zebra.konet,0:,4,131895
src/test/resources/KONECT/000034_zachary.konet,0:,4,170395
src/test/resources/KONECT/000062_dolphins.konet,0:,15,448986
src/test/resources/KONECT/000112_David_Copperfield.konet,0:,18,1265560
src/test/resources/KONECT/000198_Jazz_musicians.konet,0:,13,5221843
src/test/resources/KONECT/000212_pdzbase.konet,0:,52,2834101
src/test/resources/KONECT/001133_rovira.konet,0:,214,105510284
src/test/resources/KONECT/001174_euroroad.konet,0:,404,183326839
src/test/resources/KONECT/001858_hamster.konet,0:,242,273797036
6--------
src/test/resources/KONECT/000027_zebra.konet,0:,4,193278
src/test/resources/KONECT/000034_zachary.konet,0:,4,165751
src/test/resources/KONECT/000062_dolphins.konet,0:,15,482785
src/test/resources/KONECT/000112_David_Copperfield.konet,0:,18,1174842
src/test/resources/KONECT/000198_Jazz_musicians.konet,0:,13,3431990
src/test/resources/KONECT/000212_pdzbase.konet,0:,52,1876361
src/test/resources/KONECT/001133_rovira.konet,0:,214,110206128
src/test/resources/KONECT/001174_euroroad.konet,0:,404,188697725
src/test/resources/KONECT/001858_hamster.konet,0:,242,462851777
7--------
src/test/resources/KONECT/000027_zebra.konet,0:,4,186204
src/test/resources/KONECT/000034_zachary.konet,0:,4,175335
src/test/resources/KONECT/000062_dolphins.konet,0:,15,472673
src/test/resources/KONECT/000112_David_Copperfield.konet,0:,18,829008
src/test/resources/KONECT/000198_Jazz_musicians.konet,0:,13,3372422
src/test/resources/KONECT/000212_pdzbase.konet,0:,52,1864849
src/test/resources/KONECT/001133_rovira.konet,0:,214,101774084
src/test/resources/KONECT/001174_euroroad.konet,0:,404,279377776
src/test/resources/KONECT/001858_hamster.konet,0:,242,456543883
8--------
src/test/resources/KONECT/000027_zebra.konet,0:,4,200844
src/test/resources/KONECT/000034_zachary.konet,0:,4,121814
src/test/resources/KONECT/000062_dolphins.konet,0:,15,314060
src/test/resources/KONECT/000112_David_Copperfield.konet,0:,18,1363842
src/test/resources/KONECT/000198_Jazz_musicians.konet,0:,13,3296364
src/test/resources/KONECT/000212_pdzbase.konet,0:,52,1815285
src/test/resources/KONECT/001133_rovira.konet,0:,214,159795824
src/test/resources/KONECT/001174_euroroad.konet,0:,404,276560743
src/test/resources/KONECT/001858_hamster.konet,0:,242,553758741
9--------
src/test/resources/KONECT/000027_zebra.konet,0:,4,128999
src/test/resources/KONECT/000034_zachary.konet,0:,4,122634
src/test/resources/KONECT/000062_dolphins.konet,0:,15,318420
src/test/resources/KONECT/000112_David_Copperfield.konet,0:,18,799945
src/test/resources/KONECT/000198_Jazz_musicians.konet,0:,13,3216955
src/test/resources/KONECT/000212_pdzbase.konet,0:,52,2732836
src/test/resources/KONECT/001133_rovira.konet,0:,214,154561464
src/test/resources/KONECT/001174_euroroad.konet,0:,404,276321940
src/test/resources/KONECT/001858_hamster.konet,0:,242,476566415
10--------
src/test/resources/KONECT/000027_zebra.konet,0:,4,210134
src/test/resources/KONECT/000034_zachary.konet,0:,4,133354
src/test/resources/KONECT/000062_dolphins.konet,0:,15,315000
src/test/resources/KONECT/000112_David_Copperfield.konet,0:,18,803136
src/test/resources/KONECT/000198_Jazz_musicians.konet,0:,13,5498126
src/test/resources/KONECT/000212_pdzbase.konet,0:,52,2731200
src/test/resources/KONECT/001133_rovira.konet,0:,214,168590702
src/test/resources/KONECT/001174_euroroad.konet,0:,404,290500364
src/test/resources/KONECT/001858_hamster.konet,0:,242,392236873
