1--------
src/test/resources/BHOSLIB/frb30-15-mis/frb30-15-1.mis,0:,13,10,10,417558694
src/test/resources/BHOSLIB/frb30-15-mis/frb30-15-2.mis,0:,13,10,10,297506234
src/test/resources/BHOSLIB/frb30-15-mis/frb30-15-3.mis,0:,13,10,10,296456254
src/test/resources/BHOSLIB/frb30-15-mis/frb30-15-4.mis,0:,12,10,10,269405222
src/test/resources/BHOSLIB/frb30-15-mis/frb30-15-5.mis,0:,13,10,10,304616540
src/test/resources/BHOSLIB/frb35-17-mis/frb35-17-1.mis,0:,16,10,10,562338766
src/test/resources/BHOSLIB/frb35-17-mis/frb35-17-2.mis,0:,16,10,10,558114976
src/test/resources/BHOSLIB/frb35-17-mis/frb35-17-3.mis,0:,16,10,10,581685117
src/test/resources/BHOSLIB/frb35-17-mis/frb35-17-4.mis,0:,16,10,10,568591417
src/test/resources/BHOSLIB/frb35-17-mis/frb35-17-5.mis,0:,15,10,10,522071051
src/test/resources/BHOSLIB/frb40-19-mis/frb40-19-1.mis,0:,17,10,10,986133332
src/test/resources/BHOSLIB/frb40-19-mis/frb40-19-2.mis,0:,17,10,10,951150961
src/test/resources/BHOSLIB/frb40-19-mis/frb40-19-3.mis,0:,18,10,10,968157836
src/test/resources/BHOSLIB/frb40-19-mis/frb40-19-4.mis,0:,18,10,10,1049863459
src/test/resources/BHOSLIB/frb40-19-mis/frb40-19-5.mis,0:,17,10,10,976963039
src/test/resources/BHOSLIB/frb45-21-mis/frb45-21-1.mis,0:,19,10,10,1491986549
src/test/resources/BHOSLIB/frb45-21-mis/frb45-21-2.mis,0:,19,10,10,1504096558
src/test/resources/BHOSLIB/frb45-21-mis/frb45-21-3.mis,0:,18,10,10,1516206845
src/test/resources/BHOSLIB/frb45-21-mis/frb45-21-4.mis,0:,19,10,10,1497895522
src/test/resources/BHOSLIB/frb45-21-mis/frb45-21-5.mis,0:,19,10,10,1518888875
src/test/resources/BHOSLIB/frb53-24-mis/frb53-24-1.mis,0:,21,10,10,2752869068
src/test/resources/BHOSLIB/frb53-24-mis/frb53-24-2.mis,0:,23,10,10,2981375521
src/test/resources/BHOSLIB/frb53-24-mis/frb53-24-3.mis,0:,23,10,10,2905961840
src/test/resources/BHOSLIB/frb53-24-mis/frb53-24-4.mis,0:,22,10,10,2864369053
src/test/resources/BHOSLIB/frb53-24-mis/frb53-24-5.mis,0:,24,10,10,2967921841
src/test/resources/BHOSLIB/frb56-25-mis/frb56-25-1.mis,0:,23,10,10,3618195138
src/test/resources/BHOSLIB/frb56-25-mis/frb56-25-2.mis,0:,24,10,10,3533777437
src/test/resources/BHOSLIB/frb56-25-mis/frb56-25-3.mis,0:,25,10,10,3705939850
src/test/resources/BHOSLIB/frb56-25-mis/frb56-25-4.mis,0:,25,10,10,3744574050
src/test/resources/BHOSLIB/frb56-25-mis/frb56-25-5.mis,0:,24,10,10,3583953723
src/test/resources/BHOSLIB/frb59-26-mis/frb59-26-1.mis,0:,24,10,10,4413053845
src/test/resources/BHOSLIB/frb59-26-mis/frb59-26-2.mis,0:,25,10,10,4401923035
src/test/resources/BHOSLIB/frb59-26-mis/frb59-26-3.mis,0:,24,10,10,4237295674
src/test/resources/BHOSLIB/frb59-26-mis/frb59-26-4.mis,0:,24,10,10,4202647922
src/test/resources/BHOSLIB/frb59-26-mis/frb59-26-5.mis,0:,26,10,10,4522200619
1--------
src/test/resources/BHOSLIB/frb30-15-mis/frb30-15-1.mis,0:,13,10,10,455913595
src/test/resources/BHOSLIB/frb30-15-mis/frb30-15-2.mis,0:,13,10,10,333935424
src/test/resources/BHOSLIB/frb30-15-mis/frb30-15-3.mis,0:,13,10,10,313446550
src/test/resources/BHOSLIB/frb30-15-mis/frb30-15-4.mis,0:,12,10,10,287412303
src/test/resources/BHOSLIB/frb30-15-mis/frb30-15-5.mis,0:,13,10,10,302984570
1--------
src/test/resources/BHOSLIB/frb30-15-mis/frb30-15-1.mis,0:,13,10,10,444729048
src/test/resources/BHOSLIB/frb30-15-mis/frb30-15-2.mis,0:,13,10,10,325077300
src/test/resources/BHOSLIB/frb30-15-mis/frb30-15-3.mis,0:,13,10,10,301162965
