1--------frb30-15-mis/frb30-15-1.mis
17,5,1,1374520358,22,5,1,3460978306,19,5,1,1328821445,
17,5,2,1278794181,21,5,2,2476875497,19,5,2,1233755733,
17,5,3,1217984692,21,5,3,2599275033,19,5,3,1213376655,
17,5,4,1304329177,21,5,4,2472272307,19,5,4,1218236568,
17,5,5,1213672525,21,5,5,2863315642,19,5,5,1234237662,
19,10,1,625707978,24,10,1,1697811056,18,10,1,609414574,
17,10,2,705845708,18,10,2,2155673470,19,10,2,694107267,
17,10,3,624686519,18,10,3,2193003336,19,10,3,612055707,
17,10,4,615880353,18,10,4,2148672714,19,10,4,612557318,
17,10,5,619406698,18,10,5,2439790233,19,10,5,595662175,
17,10,6,687621927,18,10,6,2159948633,19,10,6,671453629,
17,10,7,620748358,18,10,7,2117839383,19,10,7,607301783,
17,10,8,621292878,18,10,8,2168750861,19,10,8,688052928,
17,10,9,670632340,18,10,9,2114849914,19,10,9,614614669,
17,10,10,620013813,18,10,10,2230854262,19,10,10,604066055,
27,20,1,333596341,33,20,1,1378703149,18,20,1,334396503,
18,20,2,347776146,31,20,2,1176498685,19,20,2,364085994,
18,20,3,364791430,16,20,3,2291697714,19,20,3,367554483,
18,20,4,356684418,16,20,4,2320752536,19,20,4,341720563,
18,20,5,417340948,16,20,5,2197126939,19,20,5,343138941,
18,20,6,349306790,16,20,6,2112161579,19,20,6,347586360,
18,20,7,350741625,16,20,7,2166910394,19,20,7,363397681,
18,20,8,349931208,16,20,8,2179278481,19,20,8,429152115,
18,20,9,348823959,16,20,9,2187542693,19,20,9,343297504,
18,20,10,348821501,16,20,10,2270457536,19,20,10,335288493,
18,20,11,439798152,16,20,11,2604539268,19,20,11,346220534,
18,20,12,340862111,16,20,12,2287953966,19,20,12,341921414,
18,20,13,349891468,16,20,13,2353332462,19,20,13,339486618,
18,20,14,351142232,16,20,14,2324918546,19,20,14,399784298,
18,20,15,349140239,16,20,15,2382904059,19,20,15,339978670,
18,20,16,345549710,16,20,16,2364518212,19,20,16,346261192,
18,20,17,351118962,16,20,17,2393029964,19,20,17,342683072,
18,20,18,352187841,16,20,18,2358564896,19,20,18,338912573,
18,20,19,400246622,16,20,19,2387325089,19,20,19,339329893,
18,20,20,350324084,16,20,20,2308836226,19,20,20,361769193,
17,10,4,615880353,16,20,6,2112161579,18,20,1,334396503,
16,10,4,615880353
1--------frb30-15-mis/frb30-15-2.mis
24,5,1,2738823406,19,5,1,1149973628,19,5,1,1144847049,
18,5,2,2544467965,19,5,2,1173756238,19,5,2,1172723020,
